Last Name,First Name,Full name,Maiden Name (Last),Maiden Name,Birth Date,Death Date,Birth place,Death place,Gender,Associated Monthly Meeting,Notes
Thomas,Percy M.,"Thomas, Percy M.",,,,1957-08-20,,"Dublin, Indiana",male,,"s/o John and Julia (Chenoweth) Thomas, born ca. 1886.  He became a Friends Minister and served for over 40 years.  He served as pastor of Arba, Portland, Fairmount in Indiana Yearly Meeting, Des Moines, Iowa, and Plainfield, Indiana and Dublin, Indiana, Friends Meeting in the year he died.  He was acting editor of ""The American Friend"" and associate editor for 2 years."
Thomas,"Richard Henry, M.D.","Thomas, Richard Henry, M.D.",,,,1860-01-15,"Anne Arundel County, Maryland","Baltimore, Maryland",male,,"s/o John Chew and Mary (Snowden) Thomas, born in June 1805.  His father was born a Friend and was ""disowned"", but he rejoined with his wife.  He studied medicine in Baltimore and was a teacher of medical arts.  He was a recognized Minister of Friends.  He married 1st, Martha Carey, ca. 1831, and they had 2 sons.  He married 2nd, Phebe Clapp, ca. 1840, and they had several children.  He married 3rd, Deborah Hinsdale, ca. 1857.  In 1856 he visited England and was nearly shipwrecked off Holyhead in the fog."
Thomas,"Richard Henry, Jr.  M.D.","Thomas, Richard Henry, Jr.  M.D.",,,1854-01-26,1904-10-03,"Baltimore, Maryland","Baltimore, Maryland",male,,"s/o Richard H. and Phebe (Clapp) Thomas.  He studied medicine in Baltimore and in 1876 went to England for further study.  He met the Braithwaite family and visited Norway with them.  He married Anna Lloyd Braithwaite, dt/o J. Bevan Braithwaite, in Westminster Meeting in London on 3/28/1878 and they had one daughter, Henrietta M.  He was recorded a Minister in 1883.  He made several trips to England to visit his wife's family and others."
Thomas,Thomas,"Thomas, Thomas",,,,1746-12-19,England,"Kenwyn, England",male,Falmouth MM,"He was born in 1696 and raised in the beliefs of the Church of England.  In about 1730 he became ""convinced"" with his wife and in about 1736 he appeared in the Ministry.  He was buried in Friends' burying ground in the parish of Kea."
Thomas,William,"Thomas, William",,,,1927-07-24,Wales,"Bristol, England",male,Bristol MM,"He was born in 1845 and educated to be a Methodist minister.  He became ""convinced"" and was received into Membership at Bristol.  He married and had children.  In 1884 he was recorded a Minister."
Thomasson,Thomas,"Thomasson, Thomas",,,,1873-05-24,"Worcester, England","Worcester, England",male,Worcester & Shropshire MM,"He was born in 1828.  He joined Friends at Worcestershire Monthly Meeting in 1850 at age 22.  He married Charlotte Green, dt/o James Green, at Worcester, on 3/20/1851, and they had 8 children.  He was recorded a Minister in 1865 and visited Friends in the northern counties and Scotland and in 1866 visited Lincolnshire Quarterly Meeting."
Thompson,Charles,"Thompson, Charles",,,1819-11-08,1903-02-23,"Morland, Westmorland, England","Morland, Westmorland, England",male,,s/o John and Sarah Thompson.  He served on the Manchester City Council from 1860 to 1870 and then was a Magistrate in Manchester.  He regularly attended Yearly Meeitng and was a gifted Minister..
Thompson,Francis,"Thompson, Francis",,,1798-06-27,1884-08-23,"Rawdon, England","Liverpool, England",male,Hardshaw West MM,"s/o Richard and Hannah (Horsfall) Thompson.  He went to New York at age 18 and worked in a shipping company.  He moved then to Philadelphia.  He married Susan Morris Longstreth, dt/o Joshua and Sarah (Williams) Longstreth, on 9/3/1824, and they had 6 children.  They moved to Liverpool in 1838.  He and his wife were recorded Ministers by Hardshaw West Monthly Meeting in 1845 and he mostly served in his own Quarterly Meeting."
Thompson,Gilbert,"Thompson, Gilbert",,,,1719-04-22,"near Sedbergh, Yorkshire, England","Sankey, Lancashire, England",male,Hardshaw MM,He was born in 1658.  He studied at Sedbergh Grammar School until age nearly 20 and then taught school.  He was imprisoned in Lancaster jail at age 41.  He then became a Minister and traveled in many parts of Great Britain and Ireland.  He was buried in the Friends burial ground in Penketh on 4/25/1719.
Thompson,Hannah,"Thompson, Hannah",Hutton,"Hutton, Hannah",,,North Carolina,North Carolina,female,New Garden MM,"dt/o Thomas Hutton and Catherine Hiett, born in 1750 and died in 1826.  She married Joseph Thompson in ca. 1778 at New Garden Monthly Meeting.  She was recommended as a Minister in 1794 and in 1819 she attended Ohio Yearly Meeting at Mount Pleasant."
Thompson,Hannah,"Thompson, Hannah",Brockbank,"Brockbank, Hannah",,1892-04-30,"Stanwix, England","Suffolk, England",female,Pardshaw MM,"dt/o Thomas and Hannah Brockbank, born in 1821.  She married Josiah Thompson of Morland in Westmorland.  She later became a Member of Pardshaw Monthly Meeting and was recorded a Minister in 1877.  In 1887 they moved into Suffolk and became Members of Tivetshall and, later, Norwich Monthly Meeeting."
Thompson,John,"Thompson, John",,,,1715-05-23,England,"Kendal, England",male,,"He was born ca. 1628 and in 1652 he was ""convinced"" by George Fox and joined Friends.  He was recognized a Minister and traveled very little.  He was often long imprisoned for non-payment of tithes and suffered spoiling of goods.  He was buried at Kendal."
Thompson,John,"Thompson, John",,,,1731-04-02,"Crook, near Kendal, England","Crook, near Kendal, England",male,,"s/o John Thompson, born in July, 1667.  In 1685 he became a Minister among Friends and served for over 45 years.  He traveled in England, Scotland and Ireland.  He was interred in Friends Burying Ground at Crook."
Thompson,John,"Thompson, John",,,,1801-09-29,"Morland, Westmorland, England","Morland, Westmorland, England",male,,"s/o Thomas Thompson, born in ca. 1741. He married Elizabeth Buck, dt/o Thomas and Mary Buck, at Ravenstonedale, on 5/5/1777, and they had 9 children.  He became a worthy Minister of the Society.  He was buried at Great Strickland."
Thompson,Jonah,"Thompson, Jonah",,,,1780-05-21,"Penrith, Cumberland, England","Nether Compton, Dorsetshire, England",male,Sherbourne MM,"s/o Isaac and Hannah (Lawson) Thompson, born in 1702.  He served as a schoolmaster at Westmorland and later at Yatton, near Bristol.  He was recognized a Minister among Friends and visited most of the counties in England.  He married Mary Beaton, dt/o Samuel and Mary Beaton, at Yeovil, on 4/30/1735, and they had 7 children.  He visited America twice, in 1750 and again in 1759.  He started a school at Compton, which became the principal school for Friends in the south of England.  He was buried in Friends Burying Ground at Yeovil."
Thompson,Kathleen,"Thompson, Kathleen",,,1896-09-25,1951-04-29,New Zealand,New Zealand,female,Christchurch MM,She was a Member of Christchurch Monthly Meeting in New Zealand and became a Minister.
Thompson,Louisa,"Thompson, Louisa",,,1839-08-17,1915-02-10,"Gainsborough, England","Saffron Walden, England",female,,dt/o Richard and Mary Maw Thompson.  She studied at Ackworth School.  She was a recorded Minister and her saintly character deeply influenced her own Meeting and all who came in contact with her.
Thompson,Mary,"Thompson, Mary",,,,,England,England,female,,"She was born in ca. 1769 and died in 1837, aged 68.  She was the wife of John Thompson and she served as a Minister for 20 years."
Thompson,Rebecca,"Thompson, Rebecca",Barnard,"Barnard, Rebecca",1814-03-08,1864-03-19,"Chester County, Pennsylvania","Newcastle County, Delaware",female,,"dt/o Cyrus and Rachel (Wilson) Barnard.  She married George Thompson in December 1839 at New Garden Meeting House, Chester County.  She became a recognized Minister.  They lived at Mill Creek Hundred in Delaware."
Thompson,Robert,"Thompson, Robert",,,1682-03-20,1758-11-05,"near Kendal, England","Sussex, England",male,Horsham MM,"s/o Robert and Mary Thompson of Crooke Meeting near Kendal.  He became a Minister and traveled in 1722 to Hampshire, Dorset, Somerset and parts of Wales.  He was buried in Friends' burying ground at Ifield in Sussex."
Thompson,Robert,"Thompson, Robert",,,,1871-12-30,Ireland,Ireland,male,Lisburn MM,He was born ca. 1793.  He was a recorded Minister of Lisburn Monthly Meeting and served for about 3 years.
Thompson,Sarah,"Thompson, Sarah",Reckitt,"Reckitt, Sarah",1772-02-29,1846-07-07,"Woodbridge, Suffolk, England","Woodbridge, Suffolk, England",female,Woodbridge MM,dt/o Joseph Reckitt and Mary (Hall).  She married Philip Thompson in 1816.  She was acknowledged a Minister in about 1820 and served for about 26 years.  She was buried at Woodbridge.
Thompson,Silvanus Phillips,"Thompson, Silvanus Phillips",,,1851-06-19,1916-06-12,"York, England","Hampstead, England",male,Westminster & Longford MM,"s/o Silvanus and Bridget (Tatham) Thompson.  He was trained as a teacher at Flounders Institute and at Bootham School and studied in London and Heidelburg.  He was a Fellow of the Royal Society.  He was recorded a Minister in 1903.   He married Jane S, Henderson, dt/o James Henderson, in 1881, and they had 4 daughters."
Thompson,Thomas,"Thompson, Thomas",,,,1704-09-14,England,"Skipsea, England",male,,"He was born in 1631 and in 1652 he was ""convinced"" by William Dewsbury and joined Friends.  He became a Minister and in 1660 he was imprisoned at York for 9 years.  He visited Scotland and Ireland.  He married in ca. 1670 and they had children."
Thomson,Charles Watt,"Thomson, Charles Watt",,,1879-05-24,1919-02-28,England,"Glasgow, Scotland",male,,Early in his life he moved to London and became a Member of Devonshire House Monthly Meeting and was recorded a Minister.  In about 1886 he and his family pent 4 years in Philadelphia.  He returned to Scotland in 1890 and spent most of his life in Glasgow.  He was a Member of Scotland General Meeting for 28 years.  
Thornberry,William J.,"Thornberry, William J.",,,,1906-08-15,"Richmond, Indiana","Marion, Indiana",male,Walnut Creek MM,He was born in 1837 and in 1869 he was recorded a Minister by Walnut Creek Monthly Meeting and served for 40 years.  In 1877 he was a visiting Minister at Iowa Yearly Meeting with many others.
Thorne,Anna,"Thorne, Anna",Moore,"Moore, Anna",1766-01-04,1838-05-11,New York,New York,female,Nine Partners MM,"dt/o Andrew and Elizabeth Moore.  She married 1st, Consider Merritt, (d. 1796).  She was recognized a Minister among Friends.  She married 2nd, Isaac Thorne, in 1810.  She visited in New York, New England and Baltimore Yearly Meetings and Great Britain and Ireland."
Thorne,Dorothy Lloyd Gilbert,"Thorne, Dorothy Lloyd Gilbert",,,,1976-06-06,,North Carolina,female,New Garden MM,"She was born in 1902 and studied at Earlham College, Columbai University, University of Wisconsin and University of North Carolina.  She married Howard H. Thorne.  She served as a teacher and professor of various schools and colleges from 1922 to 1971.  She was a Member of New Garden Friends Meeting, Greensboro, North Carolina, and Clerk of North Carolina Yearly Meeting and the Five Years Meeting, and was involved with Friends' World Committee and the United Society of Friends Women."
Thorne,Edwin,"Thorne, Edwin",,,1837-11-19,1914-02-02,"Leeds, England","Duffield, England",male,Southwark MM,"s/o James and Mary Ann Thorne.  He studied at Ackworth Schooll.  He married Maria Bleckly Dell, dt/o William Rawbonn Dell, at Esher, on 8/14/1867, and they had 6 children.  At Leeds he was connected with the Friends First Day Schools and after he moved to London, he started schools in Stratford and Deptford.  He was recorded a Minister by Southwark Monthly Meeting in about 1895.  He served as the first clerk of Badsey Preparative Meeting."
Thorne,Phebe Anna,"Thorne, Phebe Anna",,,1828-02-10,1909-08-25,"Thorndale, Dutchess County, New York",New York,female,,"dt/o Jonathan and Lydia (Corse) Thorne.  The family moved to New York City and she studied at school in Hester Street.  She purchased her own home in New York and spoke French fluently.  She was acknowledged a Minsiter, but did not travel.  She gave funds to Bryn Mawr College."
Thorne,Stephen James,"Thorne, Stephen James",,,1896-04-18,1968-12-24,"London, England",England,male,Devonshire House & Tottenham MM,He was imprisoned for over 2 years during WWI at Wormwood Scrubs and Wandsworth from 1916 to 1919.  He joined Friends and in London became a Member of Holloway Meeting until 1932 and served as Elder and Overseer.  He married Alice Battersby in 1925 and they had 2 children.  He contributed to the revision of both the Christian Faith and Practice and Church Government.  
Thornhill,Martha,"Thornhill, Martha",Lister,"Lister, Martha",1781-08-10,1856-01-25,"Addington near Skipton, Yorkshire, England","Ackworth, England",female,Pickering MM,"dt/o Henry and Ann Lister.  She studied at Ackworth School and York School.  She married Joseph Thornhill, of Whitby, in about 1803 and they had 4 children.  In 1829 she moved to Ackworth.  She was recorded a Minister by Pickering Monthly Meeting in 1821 and served for 35 years.  She visited counties in the north, midlands and eastern areas.  She visited Ireland in 1850.  She was interred in Friends Burial Ground at Ackworth."
Thornton,James,"Thornton, James",,,,1794-04-24,"Stoney Stratford, Buckinghamshire, England","Byberry, Pennsylvania",male,Abington MM,"s/o James Thornton, born in 1727.  He emigrated to Philadelphia in 1750.  He went on a trip to New England with Jonah Thompson in 1751.  He married Mary Knight, (d. 1793), in 1751.  In 1753 he had his Certificate transferred to Abington Monthly Meeting and he traveled along the eastern seaboard during the next 30 years."
Thorp,Abigail,"Thorp, Abigail",Corder,"Corder, Abigail",,1867-12-21,"Kelvedon, England","Darlington, England",female,Darlington MM,"dt/o John and Ruth Corder, born in 1785.  She married Thomas Thorp of Chelmsford, bur he died fairly soon.  In 1838 she moved to Darlington and in 1854 she was recorded a Minister by Darlington Monthly Meeting.  She made weekly visits to the Union Workhouse."
Thorp,Annie Sturge,"Thorp, Annie Sturge",Eliott,"Eliott, Annie Sturge",1860-11-29,1931-11-14,"Liskeard, Cornwall, England","Sydney, Australia",female,Sydney MM,"dt/o John and Annie Sturge Eliott.  She studied at the Mount School, York.  She married James Herbert Thorp, (d. 1919), and they had 3 daughters and 2 sons and lived in Liverpool.  Just prior to WWI, they went to Hobart School in Tasmania.  She was recorded as a Minister."
Thorp,Fielden,"Thorp, Fielden",,,1832-11-10,1921-02-22,"Halifax, Yorkshire, England","York, England",male,,"s/o Joseph Thorp and Hannah (Fielden).  He studied at Bootham School, York and then Tottenham School and then to University College, London.  He became headmaster of Bootham School.  He was recorded a Minister by Croydon Meeting in 1861.  He visited Ireland and the Continent.  He was closely associated with York Meeting for 75 years.  He married Amy Jane Clark, dt/o James Clark, at Street in Somerset, on 6/27/1860.  He served as secretary of the York Friends' Temperance Association and the British Temperance League."
Thorp,James Herbert,"Thorp, James Herbert",,,1855-06-19,1919-03-13,"Leeds, England","Derwent Haven, Tasmania",male,Hardshaw West MM,"s/o John Hall Thorp and Annabella (Windsor).  He studied at Ackworth school and at Bootham School, York and University of Edinburgh in Medicine.  He was recorded a Minister by Hardshaw West Monthly Meeting on 11/12/1888 and visited various parts of England with John T. Dorland.  He married Annie Sturge Eliott, dt/o John Eliott, at Liskeard, on 7/26/1883, and they had 5 children.  They moved to Tasmania and he worked at the Friends' High School in Hobart.  "
Thorp,John,"Thorp, John",,,1742-11-05,1817-09-30,"Wilmslow, Cheshire, England","Manchester, England",male,Hardshaw East MM,His parents were members of the Church of England.  He joined Friends at Morley at age 19.  In 1762 he moved to London and in 1767 to Manchester.  He married Martha Goodier in 1769 and he married Martha Cash of Morley in 1775.  At age 32 he was called to the work of the Ministry and it was served mostly in his own Quarterly Meeting.
Thorp,John Hall,"Thorp, John Hall",,,1823-06-23,1904-12-28,"Leeds, Yorkshire, England","Leeds, Yorkshire, England",male,Brighouse MM,"s/o William Thorp and Alice (Hall).  He studied at Leeds Grammar School and Ackworth School.  He married Annabella Windsor, dt/o James Windsor, at Swarthmore Meeting House, on 9/12/1849, and they had 7 children.  He taught at Sunday School for over 50 years.  He was recorded a Minister by Brighouse Monthly Meeting in April 1875."
Thorp,Joseph,"Thorp, Joseph",,,1803-06-30,1873-09-23,"Leeds, Yorkshire, England","Llandudno, Yorkshire, England",male,Brighouse MM,"s/o John Thorp and Elizabeth (Stansfield).  He studied at Ackworth School.  He married 1st, Hannah Fielden, (1808-1834), dt/o Samuel and Rachel Fielden, at Calderbridge, on 9/22/1830, and they had one son, Fielden.  He married 2nd, Hannah Cockin, dt/o Richard Cockin, at Handsworth Woodhouse, on 8/30/1837, and they had 2 children.  He served as president of the British Temperance League.  He was recorded a Minister by Brighouse Monthly Meeting in 1853.  He traveled in many parts of the country and Ireland.  He was Clerk of the London Yearly Meeting from 1852 to 1861."
Thurgood,John,"Thurgood, John",,,,1744-01-31,England,"Saffron Walden, England",male,,He was born ca. 1660 and at age about 53 he became a Minister and served for about 30 years.  
Thursfield,Rebecca,"Thursfield, Rebecca",Fincher,"Fincher, Rebecca",1815-07-01,1887-04-30,"Bengeworth, Worcestershire, England","Evesham, Worcestershire, England",female,Worcester & Shropshire MM,"dt/o John Fincher and Susanna (Enoch).  She studied at Ackworth School.  She married John Thursfield, (180?-1837), in 1833 and they had 2 children.  She was recorded a Minister in 1869.  She visited Norway and Scotland with some American Friends in their religious travels.  She was one of the originators of the Home Mission Association of Women Friends."
Thurston,Anna,"Thurston, Anna",,,,1743-04-24,England,England,female,,"She was born ca. 1649 and became ""convinced"" when quite young.  She became a Minister and served for nearly 40 years.  She was buried in Friends' burying ground at Thornbury."
Thwaite,Elizabeth,"Thwaite, Elizabeth",Midgley,"Midgley, Elizabeth",1808-11-21,1878-12-27,"Springhill, Rochdale, England","Rochdale, England",female,Marsden MM,"dt/o James and Martha Midgley.  She married John Thwaite, (d. 1864), and lived at Rochdale for most of her life.  She was recorded a Minister by Marsden Monthly Meeting in 1850."
Tibbitts,Rose,"Tibbitts, Rose",,,,,New England,New England,female,,"She lived in New England and was a Member of Friends.  In 1737 Thomas Chalkley records that at a Meeting in Cowneck, Long Island, he met Elijah Collins, Rose Tibbets and Patience Barker, on their way to Pennsylvania.  From 1708-1748 she visited Nantucket 13 times.  In 1719 and 1728 she is known to have visited the Western Provinces."
Tickell,Hugh,"Tickell, Hugh",,,,,England,England,male,Portinscale MM,"He was born ca. 1610 and died in 1680.  In 1664 he was imprisoned in Carlisle and again in 1678.  He traveled in England and Scotland.  He married twice, the first was lost at sea and the second was Dorothy, whom he married in ca. 1664."
Tierney,Agnes Leo,"Tierney, Agnes Leo",,,1868-02-13,1947-05-20,"Manchester, Iowa","Germantown, Pennsylvania",male,Germantown MM,"dt/o Thomas and Anna (Hazard) Tierney.  After her father died in 1879, they moved to Poplar Ridge, New York.  She studied at Sherwood Select School and Cornell University.  She moved to Philadelphia in 1895 and taught school at Friends Select and Germantown Friends School, 1895-1899 and the latter again in 1904-1906. From 1906 forward she worked with the Friends Freedmen's Association, American Friends Service Committee and Social Order Committee of Philadelphia Yearly Meeting (O).  In 1923 she was recorded a Minister by Germantown Monthly Meeting and she was buried in its Burial Ground."
Tiffin,John,"Tiffin, John",,,,,England,England,male,,"He lived at Pardshaw, Cumberland, England and was ""convinced"" and joined Friends in about 1653.  He became a Minister in 1654 and he visited Ireland with William Edmundson and was back and forth there 9 times.  In 1676 he visited Westmorland and Yorkshire and then to London.  In 1685 he visited the north of England and Scotland.  He died in December of 1700/01."
Tillard,Violet,"Tillard, Violet",,,,,England,"Buzuluk, Ukraine",female,,"She was born in December, 1874 and trained as a nurse.  She went with a deputation to Parliament favoring women's suffrage and was arrested and spent 60 days in prison.  In ca. 1919 she was ""convinced"" and joined Friends.  In 1921 she joined Quaker relief in famine areas of Russia and died of typhus in February 1922."
Tillnor,Jacob,"Tillnor, Jacob",,,,,,,male,,He became a Minister and in 1682 he visited New England and was traveling with John Delavall of Philadelphia as interpreter.
Tobey,Samuel Boyd,"Tobey, Samuel Boyd",,,,1867-06-23,Rhode Island ?,"Providence, Rhode Island",male,Providence MM,He was born ca. 1806 and studied to become a physician.  He married Sarah Fry.  He taught at Moses Brown School with his wife from 1821-25.  From 1829-1867 he was on the Moses Brown School Committee appointed by the Yearly Meeting.  He served as Clerk of the New England Yearly Meeting from 1846-66.  He became a Minister of Providence Monthly Meeting.
Toft,John,"Toft, John",,,,1768-02-17,"near Leek, Staffordshire, England","Leek, Staffordshire, England",male,Leek MM,"s/o John and Ann Toft, born in 1683.  He was ""convinced"" and came forth in the Ministry at age 20 and served for 60 years.  His Ministry was mostly confined to his own county.  He married 1st, Anne Lowe, dt/o Nehemiah and Ann Lowe, of Manchester, on 2/17/1703, and they had 5 children. He married 2nd, Martha Whitehead, (d. 3/22/1753), dt/o Sarah Whitehead of Wedgwood Park, on 7/13/1716.  He was buried at Leek on 21 February."
Toft,Joshua,"Toft, Joshua",,,,1769-08-15,"near Leek, Staffordshire, England","Leek, Staffordshire, England",male,Leek MM,"s/o John and Ann Toft, born in ca. 1689.  He was ""convinced"" and came forth in the Ministry at age 32 and served for about 48 years.  He visited various parts of England and Ireland.  He married 1st, Jemima Whhitehead, (d. 2/2/1731), dt/o Samuel and Sarah Whitehead, at Warwick, on 9/2/1720, and he married 2nd, Ann Ford, widow of Josiah Ford, at Leek, on 4/12/1734, and they had a daughter, Mary.  He was buried in the Friends Burial Ground at Leek."
Tomey,Elizabeth,"Tomey, Elizabeth",Griffits,"Griffits, Elizabeth",,1751-06-07,"Cork, Ireland",Ireland,female,Cork MM,"dt/o George and Frances Griffits, born in 1689.  She became a Minister at age about 28 and visited most of the Meetings of Friends in Ireland."
Tomkins,Anthony,"Tomkins, Anthony",,,,1699-01-04,England,"Cliffe, Sussex, England",male,,"He became ""convinced"" and joined Friends.  He married and had children.  He became a Minister and preached in London.  In 1683 he was fined and later he was committed with others to the Counter in Tosly street as rioters."
Tomkins,John,"Tomkins, John",,,,1706-09-12,England,"Maryland Point, Stratford, Essex, England",male,,He was born ca. 1663.  He was recognized a Minister among Friends
Tomkins,Mary,"Tomkins, Mary",,,,,England,Virginia ?,female,,"She was born in England and in 1663 emigrated to Virginia, where Quakers were not welcome.  She was whipped and she was banished.  While in Virginia they met up with some Quakers who had lapsed into a state of apostasy under the influence of John Perrot.  This caused Mary Tomkins much anguish."
Tomlinson,"Andrew D., Dr.","Tomlinson, Andrew D., Dr.",,,,1892-11-30,Indiana ?,"Evangeline, Louisiana",male,,"He was born ca. 1824 and he married Sina ? and they had children.  He was acknowledged a Minister at age 28 at Bloomingdale, Indiana and spent 40 years in the service in the United States and Canada.  In 1869 he received a diploma from Miami Medical College, Cincinnati, Ohio.  In 1886 he moved with his family to Southwest Louisiana to regain his health.  He was a Member of Iowa Yearly Meeting."
Tomlinson,Sarah,"Tomlinson, Sarah",Bambridge,"Bambridge, Sarah",,1730-02-27,"Cheshire, England","Warrington, England",female,,"She was the daughter of an Anglican priest, who turned her out of the house when she joined Friends.  She went to live with Tbitah Ardern at Stockport and became a Minister and traveled in many parts of England and Wales.  She married Enoch Tomlinson on 12/8/1698.  She was interred in Friends Burying Ground at Warrington."
Toms,Rebekah,"Toms, Rebekah",,,,1754-02-20,,"Perquimons County, North Carolina",female,,"She married Francis Toms, (d. 1729) and she was recognized a Minister among Friends."
Tomson,William Bridge,"Tomson, William Bridge",,,,,England,"Cambridgeshire, England",male,Chatteris MM,He was born ca. 1772 and died in 1837.  He was not brought up as a Friend.  He joined the Society in 1799 and he was recognized a Minister in 1817 and visited locally during the rest of his life.
Townsend,Ann,"Townsend, Ann",Albertson,"Albertson, Ann",,1882-02-22,,"Philadelphia, Pennsylvania",female,Green Street MM,She was born ca. 1809 and she became a Minister as a Member of Green Street Monthly Meeting in Philadelphia.  She married Edward Townsend.
Townsend,Deborah,"Townsend, Deborah",Waring,"Waring, Deborah",1728-06-11,1794-09-24,"Alton, Hampshire, England","Edinburgh, Scotland",female,Peel MM,"dt/o Samuel Waring and 2nd, Deborah (Hawkins).   She was raised in the principles of the Society of Friends.  She married James Townsend, s/o William and Mary Townsend, of London, at Alton, on 8/20/1751, and they had 9 children.  She became a Minister and in 1792 traveled to Dunkirk with Mercy Ransom and visited many other parts of the country.  She was visiting in Scotland with Mercy Ransom in 1794 and died there."
Townsend,Elizabeth,"Townsend, Elizabeth",,,1761-07-14,1826-03-03,"London, England","Godmanchester, Huntingdonshire, England",female,Huntingdon MM,dt/o James Townsend and Deborah (Waring).  She appeared in the Ministry at age about 34 and served for about 31 years.  She visited different parts of the country.
Townsend,John,"Townsend, John",,,,,"London, England","London, England",male,,"He was born in 1725 and died in 1801.  He visited America in 1785 with Thomas Colley and John Storer.  He became a Minister.  He visited Philadelphia and wore a red-spotted handkerchief, which was commented about by several people.  His house was a stopping place for many Friends in London."
Townsend,Millicent,"Townsend, Millicent",Somers,"Somers, Millicent",1685-12-07,1762-09-20,"Abington, Pennsylvania",New Jersey,female,,"dt/o John and Hannah Somers.  Her family moved near Egg Harbor, New Jersey in ca. 1704.  She married Richard Townsend, of Cape May, New Jersey.  She was recognized a Minister in 1723."
Townsend,Richard,"Townsend, Richard",,,,1737-05-30,,"Philadelphia, Pennsylvania",male,,In 1703 he visited New England.  He was a Minister.  Later he visited Friends in Great Britain.  He was a meek and humble man.
Townsend,Theophila,"Townsend, Theophila",,,,,,,female,,"She was ""convinced"" and joined Friends and became a Minister.  In 1681 she was imprisoned for preaching and fell very ill in prison.  She was discharged in 1686."
Townson,Isabel,"Townson, Isabel",Simpson,"Simpson, Isabel",1666-09-02,1748-06-04,England,"Grayrigg, Westmorland, England",female,,"dt/o William Simpson.  She married John Townson, at Lambridge, on 4/28/1699, and they had 2 children.  She became a Minister at age about 33 and visited several of the northern counties and Ireland and Wales.  She was buried in Friends' burying ground in Grayrigg, Westmorland."
Towse,Timothy,"Towse, Timothy",,,1665-12-10,1743-07-02,"Garton, Yorkshire, England","Garton, Yorkshire, England",male,Bridlington MM,s/o Richard and Elizabeth Towse.  He became a Minister at age about 27 and served for 50 years.  He was buried in his own orchard at Garton.
Trafford,Rachel,"Trafford, Rachel",,,1696-10-17,1773-04-25,"Tarporley, Cheshire, England","Wandsworth, England",female,Croydon MM,"dt/o Samuel and Rebecca Trafford.  She lived most of her life in London, where she taught Friends' children for about 35 years.  She moved to Croydon in 1764 and then to Wandsworth.  At age 52 she became a Minister and served for about 23 years."
Trafford,Thomas,"Trafford, Thomas",,,,,Ireland,"Wicklow, Ireland",male,,"He lived at first Garrymore and later at Wicklow.  In ca. 1670 he was ""convinced"" and joined Friends.  He was imprisoned to 2 years for tithes.  He became a Minister and preached in Ireland and England.  He joined with others in applying to the Earl of Tyrconnell for relief of suffering Friends.  He died in 1703."
Tragooth,Jasper,"Tragooth, Jasper",,,,,England,England,male,,He joined Friends and was a Minister.  In 1681 he paid a visit to Friends in New Engalnd.
Travers,Rebecka,"Travers, Rebecka",Booth,"Booth, Rebecka",,1688-06-15,England,England,female,,"She was born in 1609 and was daughter of a baptist named Booth.  She married William Travers in London.  She was ""convinced"" by James Nayler.  She was a fearless and powerful preacher.  She was the author of 10 small works."
Treadwell,Martha Ann,"Treadwell, Martha Ann",,,,1912-02-20,"Southwark, England","Winchmore Hill, England",female,Tottenham MM,"dt/o William and Martha Treadwell, born in 1837.  She moved into Devonshire House Monthly Meeting in 1860 and was recorded a Minister in 1873.  She moved to Winchmore Hill in 1890 and worked with the Bible Class at New Southgate."
Treadwell,Stephen,"Treadwell, Stephen",,,1791-01-24,1843-08-12,"Long Island, New York","Rensselaerville ?, New York",male,,"s/o James and Rachel Treadwell.  He married Judith Russel, in ca. 1814 and they settled in Washington, Dutchess County, New York.  In ca. 1819 he spoke in the Ministry and traveled in the limits of New York, Philadelphia and Genesee Yearly Meetings."
Treffry,Joshua,"Treffry, Joshua",,,1802-10-27,1873-07-08,"Plymouth, England","St. Austell, England",male,East Cornwall MM,He was recorded a Minister at age about 30.  He visited most of the Meetings in Great Britain and visited his brother in Liverpool and attended Meetings in that area.  In 1851 he moved near St. Austell and became a Member of East Cornwall Monthly Meeting and he taught in First-Day Schools and visited inmates in the Union Workhouse.
Treffry,Samuel,"Treffry, Samuel",,,1773-12-16,1850-11-25,"Penryn, Cornwall, England","Exeter, England",male,East Devon MM,s/o Roger and Mary Treffry.  He studied at Sidcot School.  At age about 18 he appeared in the Ministry and at 21 removed to St. Austell and was recorded a Minister by East Cornwall Monthly Meeting in 1797. He married Ann Dunsford in 1799 and they had 6 children and in 1813 settled in Bath where they lived for 25 years.  In 1838 he settled in Exeter and visited Friends in Devon and Cornwall and from 1841 to 1849 held public meetings during each summer.  He was interred in Friends burial ground Exeter.
